stateCode,sourceCode,sectorCode,year,msnCode,energyProduced
FL,PA,IC,1964,PAICB,130117
FL,PA,RC,1964,PARCB,30923
FL,PA,TC,1964,PATCB,770772
FL,RE,TC,1964,RETCB,39016
GA,CL,AC,1964,CLACB,59
GA,CL,CC,1964,CLCCB,2595
GA,CL,EI,1964,CLEIB,101521
GA,CL,IC,1964,CLICB,16054
GA,CL,RC,1964,CLRCB,3584
GA,CL,TC,1964,CLTXB,22292
GA,NG,AC,1964,NGACB,4804
GA,NG,CC,1964,NGCCB,27841
GA,NG,EI,1964,NGEIB,2732
GA,NG,IC,1964,NGICB,107253
GA,NG,RC,1964,NGRCB,72950
GA,NG,TC,1964,NGTXB,212847
GA,NU,TC,1964,NUETB,0
GA,PA,AC,1964,PAACB,244269
GA,PA,CC,1964,PACCB,8062
GA,PA,EI,1964,PAEIB,354
GA,PA,IC,1964,PAICB,93770
GA,PA,RC,1964,PARCB,13193
GA,PA,TC,1964,PATCB,359649
GA,RE,TC,1964,RETCB,118296
HI,CL,AC,1964,CLACB,0
HI,CL,CC,1964,CLCCB,0
HI,CL,EI,1964,CLEIB,0
HI,CL,IC,1964,CLICB,0
HI,CL,RC,1964,CLRCB,0
HI,CL,TC,1964,CLTXB,0
HI,NG,AC,1964,NGACB,0
HI,NG,CC,1964,NGCCB,0
HI,NG,EI,1964,NGEIB,0
HI,NG,IC,1964,NGICB,0
HI,NG,RC,1964,NGRCB,0
HI,NG,TC,1964,NGTXB,0
HI,NU,TC,1964,NUETB,0
HI,PA,AC,1964,PAACB,74849
HI,PA,CC,1964,PACCB,1510
HI,PA,EI,1964,PAEIB,26402
HI,PA,IC,1964,PAICB,19065
HI,PA,RC,1964,PARCB,178
HI,PA,TC,1964,PATCB,122004
HI,RE,TC,1964,RETCB,1429
IA,CL,AC,1964,CLACB,191
IA,CL,CC,1964,CLCCB,4300
IA,CL,EI,1964,CLEIB,50548
IA,CL,IC,1964,CLICB,51820
IA,CL,RC,1964,CLRCB,5938
IA,CL,TC,1964,CLTXB,62249
IA,NG,AC,1964,NGACB,10044
IA,NG,CC,1964,NGCCB,36472
IA,NG,EI,1964,NGEIB,56641
IA,NG,IC,1964,NGICB,69411
IA,NG,RC,1964,NGRCB,72040
IA,NG,TC,1964,NGTXB,187967
IA,NU,TC,1964,NUETB,0
IA,PA,AC,1964,PAACB,151141
IA,PA,CC,1964,PACCB,9778
IA,PA,EI,1964,PAEIB,1059
IA,PA,IC,1964,PAICB,89647
IA,PA,RC,1964,PARCB,39701
IA,PA,TC,1964,PATCB,291326
IA,RE,TC,1964,RETCB,12798
ID,CL,AC,1964,CLACB,31
ID,CL,CC,1964,CLCCB,4103
ID,CL,EI,1964,CLEIB,0
ID,CL,IC,1964,CLICB,8433
ID,CL,RC,1964,CLRCB,5666
ID,CL,TC,1964,CLTXB,18234
ID,NG,AC,1964,NGACB,676
ID,NG,CC,1964,NGCCB,4370
ID,NG,EI,1964,NGEIB,0
ID,NG,IC,1964,NGICB,22863
ID,NG,RC,1964,NGRCB,5105
ID,NG,TC,1964,NGTXB,33014
ID,NU,TC,1964,NUETB,0
ID,PA,AC,1964,PAACB,44772
ID,PA,CC,1964,PACCB,4414
ID,PA,EI,1964,PAEIB,1
ID,PA,IC,1964,PAICB,29240
ID,PA,RC,1964,PARCB,5613
ID,PA,TC,1964,PATCB,84040
ID,RE,TC,1964,RETCB,76892
IL,CL,AC,1964,CLACB,1260
IL,CL,CC,1964,CLCCB,42598
IL,CL,EI,1964,CLEIB,490565
IL,CL,IC,1964,CLICB,351236
IL,CL,RC,1964,CLRCB,58826
IL,CL,TC,1964,CLTXB,453920
IL,NG,AC,1964,NGACB,12559
IL,NG,CC,1964,NGCCB,105360
IL,NG,EI,1964,NGEIB,52031
IL,NG,IC,1964,NGICB,242998
IL,NG,RC,1964,NGRCB,324378
IL,NG,TC,1964,NGTXB,685295
IL,NU,TC,1964,NUETB,11710
IL,PA,AC,1964,PAACB,551752
IL,PA,CC,1964,PACCB,71629
IL,PA,EI,1964,PAEIB,1802
IL,PA,IC,1964,PAICB,426277
IL,PA,RC,1964,PARCB,111761
IL,PA,TC,1964,PATCB,1163221
IL,RE,TC,1964,RETCB,34491
IN,CL,AC,1964,CLACB,1562
IN,CL,CC,1964,CLCCB,12103
IN,CL,EI,1964,CLEIB,373415
IN,CL,IC,1964,CLICB,456608
IN,CL,RC,1964,CLRCB,16713
IN,CL,TC,1964,CLTXB,486986
IN,NG,AC,1964,NGACB,8181
IN,NG,CC,1964,NGCCB,37521
IN,NG,EI,1964,NGEIB,14637
IN,NG,IC,1964,NGICB,165335
IN,NG,RC,1964,NGRCB,108011
IN,NG,TC,1964,NGTXB,319048
IN,NU,TC,1964,NUETB,0
IN,PA,AC,1964,PAACB,279639
IN,PA,CC,1964,PACCB,29363
IN,PA,EI,1964,PAEIB,978
IN,PA,IC,1964,PAICB,233304
IN,PA,RC,1964,PARCB,77044
IN,PA,TC,1964,PATCB,620329
IN,RE,TC,1964,RETCB,23168
KS,CL,AC,1964,CLACB,16
KS,CL,CC,1964,CLCCB,200
KS,CL,EI,1964,CLEIB,10010
KS,CL,IC,1964,CLICB,4323
KS,CL,RC,1964,CLRCB,277
KS,CL,TC,1964,CLTXB,4816
KS,NG,AC,1964,NGACB,30602
KS,NG,CC,1964,NGCCB,37188
KS,NG,EI,1964,NGEIB,113096
KS,NG,IC,1964,NGICB,124887
KS,NG,RC,1964,NGRCB,85533
KS,NG,TC,1964,NGTXB,278210
KS,NU,TC,1964,NUETB,0
KS,PA,AC,1964,PAACB,147713
KS,PA,CC,1964,PACCB,3772
KS,PA,EI,1964,PAEIB,1422
KS,PA,IC,1964,PAICB,94029
KS,PA,RC,1964,PARCB,15746
KS,PA,TC,1964,PATCB,262682
KS,RE,TC,1964,RETCB,3674
KY,CL,AC,1964,CLACB,436
KY,CL,CC,1964,CLCCB,6145
KY,CL,EI,1964,CLEIB,264895
KY,CL,IC,1964,CLICB,121748
KY,CL,RC,1964,CLRCB,8486
KY,CL,TC,1964,CLTXB,136816
KY,NG,AC,1964,NGACB,25999
KY,NG,CC,1964,NGCCB,21500
KY,NG,EI,1964,NGEIB,1170
KY,NG,IC,1964,NGICB,62957
KY,NG,RC,1964,NGRCB,68041
KY,NG,TC,1964,NGTXB,178497
KY,NU,TC,1964,NUETB,0
KY,PA,AC,1964,PAACB,161398
KY,PA,CC,1964,PACCB,5311
KY,PA,EI,1964,PAEIB,68
KY,PA,IC,1964,PAICB,56617
KY,PA,RC,1964,PARCB,11055
KY,PA,TC,1964,PATCB,234448
KY,RE,TC,1964,RETCB,47022
LA,CL,AC,1964,CLACB,0
LA,CL,CC,1964,CLCCB,0
LA,CL,EI,1964,CLEIB,1
LA,CL,IC,1964,CLICB,0
LA,CL,RC,1964,CLRCB,0
LA,CL,TC,1964,CLTXB,0
LA,NG,AC,1964,NGACB,45227
LA,NG,CC,1964,NGCCB,27629
LA,NG,EI,1964,NGEIB,166562
LA,NG,IC,1964,NGICB,887836
LA,NG,RC,1964,NGRCB,74191
LA,NG,TC,1964,NGTXB,1034882
LA,NU,TC,1964,NUETB,0
LA,PA,AC,1964,PAACB,238308
LA,PA,CC,1964,PACCB,13253
LA,PA,EI,1964,PAEIB,596
LA,PA,IC,1964,PAICB,368644
LA,PA,RC,1964,PARCB,5945
LA,PA,TC,1964,PATCB,626747
LA,RE,TC,1964,RETCB,39291
MA,CL,AC,1964,CLACB,59
MA,CL,CC,1964,CLCCB,4535
MA,CL,EI,1964,CLEIB,96723
MA,CL,IC,1964,CLICB,15841
MA,CL,RC,1964,CLRCB,6263
MA,CL,TC,1964,CLTXB,26698
MA,NG,AC,1964,NGACB,197
MA,NG,CC,1964,NGCCB,15002
MA,NG,EI,1964,NGEIB,13323
MA,NG,IC,1964,NGICB,17136
MA,NG,RC,1964,NGRCB,62534
MA,NG,TC,1964,NGTXB,94869
MA,NU,TC,1964,NUETB,14166
MA,PA,AC,1964,PAACB,253464
MA,PA,CC,1964,PACCB,140083
MA,PA,EI,1964,PAEIB,66755
MA,PA,IC,1964,PAICB,163914
MA,PA,RC,1964,PARCB,214322
MA,PA,TC,1964,PATCB,838538
MA,RE,TC,1964,RETCB,54148
MD,CL,AC,1964,CLACB,588
MD,CL,CC,1964,CLCCB,3724
MD,CL,EI,1964,CLEIB,127068
MD,CL,IC,1964,CLICB,164107
MD,CL,RC,1964,CLRCB,5142
MD,CL,TC,1964,CLTXB,173561
MD,NG,AC,1964,NGACB,1196
MD,NG,CC,1964,NGCCB,11770
MD,NG,EI,1964,NGEIB,59
MD,NG,IC,1964,NGICB,24742
MD,NG,RC,1964,NGRCB,56487
MD,NG,TC,1964,NGTXB,94196
MD,NU,TC,1964,NUETB,0
MD,PA,AC,1964,PAACB,205378
MD,PA,CC,1964,PACCB,30050
MD,PA,EI,1964,PAEIB,1670
MD,PA,IC,1964,PAICB,97071
MD,PA,RC,1964,PARCB,57412
MD,PA,TC,1964,PATCB,391581
MD,RE,TC,1964,RETCB,37440
ME,CL,AC,1964,CLACB,19
ME,CL,CC,1964,CLCCB,1207
ME,CL,EI,1964,CLEIB,0
ME,CL,IC,1964,CLICB,5188
ME,CL,RC,1964,CLRCB,1667
ME,CL,TC,1964,CLTXB,8082
ME,NG,AC,1964,NGACB,0
ME,NG,CC,1964,NGCCB,0
ME,NG,EI,1964,NGEIB,0
ME,NG,IC,1964,NGICB,0
ME,NG,RC,1964,NGRCB,0
ME,NG,TC,1964,NGTXB,0
ME,NU,TC,1964,NUETB,0
ME,PA,AC,1964,PAACB,71060
ME,PA,CC,1964,PACCB,10016
ME,PA,EI,1964,PAEIB,20527
ME,PA,IC,1964,PAICB,30443
ME,PA,RC,1964,PARCB,45009
ME,PA,TC,1964,PATCB,177055
ME,RE,TC,1964,RETCB,55936
MI,CL,AC,1964,CLACB,1369
MI,CL,CC,1964,CLCCB,16238
MI,CL,EI,1964,CLEIB,359692
MI,CL,IC,1964,CLICB,381222
MI,CL,RC,1964,CLRCB,22424
MI,CL,TC,1964,CLTXB,421252
MI,NG,AC,1964,NGACB,4655
MI,NG,CC,1964,NGCCB,75334
MI,NG,EI,1964,NGEIB,2415
MI,NG,IC,1964,NGICB,169143
MI,NG,RC,1964,NGRCB,254234
MI,NG,TC,1964,NGTXB,503365
MI,NU,TC,1964,NUETB,2293
MI,PA,AC,1964,PAACB,444781
MI,PA,CC,1964,PACCB,31739
MI,PA,EI,1964,PAEIB,2293
MI,PA,IC,1964,PAICB,174480
MI,PA,RC,1964,PARCB,109381
MI,PA,TC,1964,PATCB,762674
MI,RE,TC,1964,RETCB,52769
MN,CL,AC,1964,CLACB,195
MN,CL,CC,1964,CLCCB,4698
MN,CL,EI,1964,CLEIB,84694
MN,CL,IC,1964,CLICB,60280
MN,CL,RC,1964,CLRCB,6487
MN,CL,TC,1964,CLTXB,71660
MN,NG,AC,1964,NGACB,1007
MN,NG,CC,1964,NGCCB,24237
MN,NG,EI,1964,NGEIB,52921
MN,NG,IC,1964,NGICB,79480
MN,NG,RC,1964,NGRCB,78857
MN,NG,TC,1964,NGTXB,183581
MN,NU,TC,1964,NUETB,669
MN,PA,AC,1964,PAACB,196254
MN,PA,CC,1964,PACCB,15594
MN,PA,EI,1964,PAEIB,2666
MN,PA,IC,1964,PAICB,131814
MN,PA,RC,1964,PARCB,55158
MN,PA,TC,1964,PATCB,401486
MN,RE,TC,1964,RETCB,33210
MO,CL,AC,1964,CLACB,208
MO,CL,CC,1964,CLCCB,3858
MO,CL,EI,1964,CLEIB,117258
MO,CL,IC,1964,CLICB,56768
MO,CL,RC,1964,CLRCB,5328
MO,CL,TC,1964,CLTXB,66162
MO,NG,AC,1964,NGACB,8629
MO,NG,CC,1964,NGCCB,47735
MO,NG,EI,1964,NGEIB,47821
MO,NG,IC,1964,NGICB,101380
MO,NG,RC,1964,NGRCB,126458
MO,NG,TC,1964,NGTXB,284202
MO,NU,TC,1964,NUETB,0
MO,PA,AC,1964,PAACB,283468
MO,PA,CC,1964,PACCB,22146
MO,PA,EI,1964,PAEIB,1107
MO,PA,IC,1964,PAICB,102344
MO,PA,RC,1964,PARCB,28064
MO,PA,TC,1964,PATCB,437130
MO,RE,TC,1964,RETCB,31229
MS,CL,AC,1964,CLACB,2
MS,CL,CC,1964,CLCCB,0
MS,CL,EI,1964,CLEIB,192
MS,CL,IC,1964,CLICB,535
MS,CL,RC,1964,CLRCB,0
MS,CL,TC,1964,CLTXB,537
MS,NG,AC,1964,NGACB,40819
MS,NG,CC,1964,NGCCB,21644
MS,NG,EI,1964,NGEIB,52007
MS,NG,IC,1964,NGICB,108317
MS,NG,RC,1964,NGRCB,27740
MS,NG,TC,1964,NGTXB,198520
MS,NU,TC,1964,NUETB,0
MS,PA,AC,1964,PAACB,116941
MS,PA,CC,1964,PACCB,4113
MS,PA,EI,1964,PAEIB,117
MS,PA,IC,1964,PAICB,48648
MS,PA,RC,1964,PARCB,10967
MS,PA,TC,1964,PATCB,180787
MS,RE,TC,1964,RETCB,38448
MT,CL,AC,1964,CLACB,5
MT,CL,CC,1964,CLCCB,228
MT,CL,EI,1964,CLEIB,3860
MT,CL,IC,1964,CLICB,1403
MT,CL,RC,1964,CLRCB,314
MT,CL,TC,1964,CLTXB,1951
MT,NG,AC,1964,NGACB,1291
MT,NG,CC,1964,NGCCB,13144
MT,NG,EI,1964,NGEIB,2452
MT,NG,IC,1964,NGICB,33685
MT,NG,RC,1964,NGRCB,18914
MT,NG,TC,1964,NGTXB,67034
MT,NU,TC,1964,NUETB,0
MT,PA,AC,1964,PAACB,56503
MT,PA,CC,1964,PACCB,6999
MT,PA,EI,1964,PAEIB,23
MT,PA,IC,1964,PAICB,55558
MT,PA,RC,1964,PARCB,4244
MT,PA,TC,1964,PATCB,123327
MT,RE,TC,1964,RETCB,79375
NC,CL,AC,1964,CLACB,231
NC,CL,CC,1964,CLCCB,6798
NC,CL,EI,1964,CLEIB,215965
NC,CL,IC,1964,CLICB,62630
NC,CL,RC,1964,CLRCB,9388
NC,CL,TC,1964,CLTXB,79048
NC,NG,AC,1964,NGACB,4296
NC,NG,CC,1964,NGCCB,6865
NC,NG,EI,1964,NGEIB,2290
NC,NG,IC,1964,NGICB,42995
NC,NG,RC,1964,NGRCB,14485
NC,NG,TC,1964,NGTXB,68641
NC,NU,TC,1964,NUETB,0
NC,PA,AC,1964,PAACB,269690
NC,PA,CC,1964,PACCB,13774
NC,PA,EI,1964,PAEIB,538
NC,PA,IC,1964,PAICB,85023
NC,PA,RC,1964,PARCB,104627
NC,PA,TC,1964,PATCB,473652
NC,RE,TC,1964,RETCB,131745
ND,CL,AC,1964,CLACB,23
ND,CL,CC,1964,CLCCB,2255
ND,CL,EI,1964,CLEIB,14906
ND,CL,IC,1964,CLICB,6205
ND,CL,RC,1964,CLRCB,3114
ND,CL,TC,1964,CLTXB,11596
ND,NG,AC,1964,NGACB,2
ND,NG,CC,1964,NGCCB,4221
ND,NG,EI,1964,NGEIB,20
ND,NG,IC,1964,NGICB,23605
ND,NG,RC,1964,NGRCB,5542
ND,NG,TC,1964,NGTXB,33370
ND,NU,TC,1964,NUETB,0
ND,PA,AC,1964,PAACB,48288
ND,PA,CC,1964,PACCB,2659
ND,PA,EI,1964,PAEIB,27
ND,PA,IC,1964,PAICB,45095
ND,PA,RC,1964,PARCB,13510
ND,PA,TC,1964,PATCB,109579
ND,RE,TC,1964,RETCB,20014
NE,CL,AC,1964,CLACB,36
NE,CL,CC,1964,CLCCB,670
NE,CL,EI,1964,CLEIB,12242
NE,CL,IC,1964,CLICB,9777
NE,CL,RC,1964,CLRCB,925
NE,CL,TC,1964,CLTXB,11408
NE,NG,AC,1964,NGACB,8136
NE,NG,CC,1964,NGCCB,23945
NE,NG,EI,1964,NGEIB,37285
NE,NG,IC,1964,NGICB,46524
NE,NG,RC,1964,NGRCB,44656
NE,NG,TC,1964,NGTXB,123261
NE,NU,TC,1964,NUETB,1082
NE,PA,AC,1964,PAACB,98955
NE,PA,CC,1964,PACCB,3065
NE,PA,EI,1964,PAEIB,924
NE,PA,IC,1964,PAICB,32119
NE,PA,RC,1964,PARCB,12076
NE,PA,TC,1964,PATCB,147140
NE,RE,TC,1964,RETCB,12801
NH,CL,AC,1964,CLACB,3
NH,CL,CC,1964,CLCCB,150
NH,CL,EI,1964,CLEIB,10481
NH,CL,IC,1964,CLICB,912
NH,CL,RC,1964,CLRCB,208
NH,CL,TC,1964,CLTXB,1274
NH,NG,AC,1964,NGACB,0
NH,NG,CC,1964,NGCCB,720
NH,NG,EI,1964,NGEIB,0
NH,NG,IC,1964,NGICB,580
NH,NG,RC,1964,NGRCB,2518
NH,NG,TC,1964,NGTXB,3817
NH,NU,TC,1964,NUETB,0
NH,PA,AC,1964,PAACB,37776
NH,PA,CC,1964,PACCB,3999
NH,PA,EI,1964,PAEIB,6702
NH,PA,IC,1964,PAICB,16415
NH,PA,RC,1964,PARCB,32250
NH,PA,TC,1964,PATCB,97142
NH,RE,TC,1964,RETCB,23707
NJ,CL,AC,1964,CLACB,179
NJ,CL,CC,1964,CLCCB,3045
NJ,CL,EI,1964,CLEIB,150338
NJ,CL,IC,1964,CLICB,48788
NJ,CL,RC,1964,CLRCB,4205
NJ,CL,TC,1964,CLTXB,56217
NJ,NG,AC,1964,NGACB,520
NJ,NG,CC,1964,NGCCB,22399
NJ,NG,EI,1964,NGEIB,29378
NJ,NG,IC,1964,NGICB,45375
NJ,NG,RC,1964,NGRCB,112043
NJ,NG,TC,1964,NGTXB,180336
NJ,NU,TC,1964,NUETB,0
NJ,PA,AC,1964,PAACB,398964
NJ,PA,CC,1964,PACCB,114888
NJ,PA,EI,1964,PAEIB,75284
NJ,PA,IC,1964,PAICB,315700
NJ,PA,RC,1964,PARCB,174578
NJ,PA,TC,1964,PATCB,1079414
NJ,RE,TC,1964,RETCB,23947
NM,CL,AC,1964,CLACB,3
NM,CL,CC,1964,CLCCB,152
NM,CL,EI,1964,CLEIB,30065
NM,CL,IC,1964,CLICB,840
NM,CL,RC,1964,CLRCB,210
NM,CL,TC,1964,CLTXB,1206
NM,NG,AC,1964,NGACB,21976
NM,NG,CC,1964,NGCCB,13820
NM,NG,EI,1964,NGEIB,46233
NM,NG,IC,1964,NGICB,119858
NM,NG,RC,1964,NGRCB,24811
NM,NG,TC,1964,NGTXB,180465
NM,NU,TC,1964,NUETB,0
NM,PA,AC,1964,PAACB,87102
NM,PA,CC,1964,PACCB,2441
NM,PA,EI,1964,PAEIB,417
NM,PA,IC,1964,PAICB,28987
NM,PA,RC,1964,PARCB,6771
NM,PA,TC,1964,PATCB,125717
NM,RE,TC,1964,RETCB,6300
NV,CL,AC,1964,CLACB,7
NV,CL,CC,1964,CLCCB,552
NV,CL,EI,1964,CLEIB,0
NV,CL,IC,1964,CLICB,1914
NV,CL,RC,1964,CLRCB,762
NV,CL,TC,1964,CLTXB,3234
NV,NG,AC,1964,NGACB,110
NV,NG,CC,1964,NGCCB,2082
NV,NG,EI,1964,NGEIB,13405
NV,NG,IC,1964,NGICB,6046
NV,NG,RC,1964,NGRCB,3936
NV,NG,TC,1964,NGTXB,12174
NV,NU,TC,1964,NUETB,0
NV,PA,AC,1964,PAACB,59505
NV,PA,CC,1964,PACCB,2171
NV,PA,EI,1964,PAEIB,338
NV,PA,IC,1964,PAICB,10201
NV,PA,RC,1964,PARCB,3431
NV,PA,TC,1964,PATCB,75647
NV,RE,TC,1964,RETCB,17842
NY,CL,AC,1964,CLACB,1290
NY,CL,CC,1964,CLCCB,14015
NY,CL,EI,1964,CLEIB,350435
NY,CL,IC,1964,CLICB,354544
NY,CL,RC,1964,CLRCB,19354
NY,CL,TC,1964,CLTXB,389203
NY,NG,AC,1964,NGACB,2875
NY,NG,CC,1964,NGCCB,83333
NY,NG,EI,1964,NGEIB,79501
NY,NG,IC,1964,NGICB,85309
NY,NG,RC,1964,NGRCB,276873
NY,NG,TC,1964,NGTXB,448389
NY,NU,TC,1964,NUETB,4555
NY,PA,AC,1964,PAACB,830466
NY,PA,CC,1964,PACCB,284284
NY,PA,EI,1964,PAEIB,112467
NY,PA,IC,1964,PAICB,318905
NY,PA,RC,1964,PARCB,342394
NY,PA,TC,1964,PATCB,1888516
NY,RE,TC,1964,RETCB,247409
OH,CL,AC,1964,CLACB,2347
OH,CL,CC,1964,CLCCB,22320
OH,CL,EI,1964,CLEIB,559938
OH,CL,IC,1964,CLICB,656860
OH,CL,RC,1964,CLRCB,30823
OH,CL,TC,1964,CLTXB,712350
OH,NG,AC,1964,NGACB,10618
OH,NG,CC,1964,NGCCB,124861
OH,NG,EI,1964,NGEIB,3090
OH,NG,IC,1964,NGICB,298809
OH,NG,RC,1964,NGRCB,415280
OH,NG,TC,1964,NGTXB,849569
OH,NU,TC,1964,NUETB,207
OH,PA,AC,1964,PAACB,519026
OH,PA,CC,1964,PACCB,23604
OH,PA,EI,1964,PAEIB,1328
OH,PA,IC,1964,PAICB,255048
OH,PA,RC,1964,PARCB,59110
OH,PA,TC,1964,PATCB,858117
OH,RE,TC,1964,RETCB,38010
OK,CL,AC,1964,CLACB,1
OK,CL,CC,1964,CLCCB,192
OK,CL,EI,1964,CLEIB,232
OK,CL,IC,1964,CLICB,344
OK,CL,RC,1964,CLRCB,266
OK,CL,TC,1964,CLTXB,803
OK,NG,AC,1964,NGACB,8296
OK,NG,CC,1964,NGCCB,29979
OK,NG,EI,1964,NGEIB,127175
OK,NG,IC,1964,NGICB,288163
OK,NG,RC,1964,NGRCB,69192
OK,NG,TC,1964,NGTXB,395631
OK,NU,TC,1964,NUETB,0
OK,PA,AC,1964,PAACB,169197
OK,PA,CC,1964,PACCB,6133
OK,PA,EI,1964,PAEIB,532
OK,PA,IC,1964,PAICB,92656
OK,PA,RC,1964,PARCB,17695
OK,PA,TC,1964,PATCB,286214
OK,RE,TC,1964,RETCB,11373
OR,CL,AC,1964,CLACB,15
OR,CL,CC,1964,CLCCB,1186
OR,CL,EI,1964,CLEIB,0
OR,CL,IC,1964,CLICB,3994
OR,CL,RC,1964,CLRCB,1638
OR,CL,TC,1964,CLTXB,6833
OR,NG,AC,1964,NGACB,508
OR,NG,CC,1964,NGCCB,5708
OR,NG,EI,1964,NGEIB,344
OR,NG,IC,1964,NGICB,39419
OR,NG,RC,1964,NGRCB,11999
OR,NG,TC,1964,NGTXB,57634
OR,NU,TC,1964,NUETB,0
OR,PA,AC,1964,PAACB,126421
OR,PA,CC,1964,PACCB,19925
OR,PA,EI,1964,PAEIB,13
OR,PA,IC,1964,PAICB,78987
OR,PA,RC,1964,PARCB,23879
OR,PA,TC,1964,PATCB,249225
OR,RE,TC,1964,RETCB,215793
PA,CL,AC,1964,CLACB,3632
PA,CL,CC,1964,CLCCB,62870
PA,CL,EI,1964,CLEIB,532976
PA,CL,IC,1964,CLICB,1012748
PA,CL,RC,1964,CLRCB,86821
PA,CL,TC,1964,CLTXB,1166071
PA,NG,AC,1964,NGACB,18966
PA,NG,CC,1964,NGCCB,67211
PA,NG,EI,1964,NGEIB,4922
PA,NG,IC,1964,NGICB,280042
PA,NG,RC,1964,NGRCB,261525
PA,NG,TC,1964,NGTXB,627744
PA,NU,TC,1964,NUETB,301
PA,PA,AC,1964,PAACB,540917
PA,PA,CC,1964,PACCB,78173
PA,PA,EI,1964,PAEIB,19887
PA,PA,IC,1964,PAICB,377032
PA,PA,RC,1964,PARCB,177773
PA,PA,TC,1964,PATCB,1193781
PA,RE,TC,1964,RETCB,60590
RI,CL,AC,1964,CLACB,0
RI,CL,CC,1964,CLCCB,150
RI,CL,EI,1964,CLEIB,10566
RI,CL,IC,1964,CLICB,97
RI,CL,RC,1964,CLRCB,208
RI,CL,TC,1964,CLTXB,456
RI,NG,AC,1964,NGACB,105
RI,NG,CC,1964,NGCCB,2208
RI,NG,EI,1964,NGEIB,457
RI,NG,IC,1964,NGICB,4417
RI,NG,RC,1964,NGRCB,8958
RI,NG,TC,1964,NGTXB,15688
RI,NU,TC,1964,NUETB,0
RI,PA,AC,1964,PAACB,49570
RI,PA,CC,1964,PACCB,14703
RI,PA,EI,1964,PAEIB,5106
RI,PA,IC,1964,PAICB,37757
RI,PA,RC,1964,PARCB,27934
RI,PA,TC,1964,PATCB,135069
RI,RE,TC,1964,RETCB,3533
SC,CL,AC,1964,CLACB,153
SC,CL,CC,1964,CLCCB,2752
SC,CL,EI,1964,CLEIB,60627
SC,CL,IC,1964,CLICB,41374
SC,CL,RC,1964,CLRCB,3800
SC,CL,TC,1964,CLTXB,48080
SC,NG,AC,1964,NGACB,2119
SC,NG,CC,1964,NGCCB,6543
SC,NG,EI,1964,NGEIB,19413
SC,NG,IC,1964,NGICB,41951
SC,NG,RC,1964,NGRCB,12075
SC,NG,TC,1964,NGTXB,62688
SC,NU,TC,1964,NUETB,468
SC,PA,AC,1964,PAACB,142821
SC,PA,CC,1964,PACCB,7509
SC,PA,EI,1964,PAEIB,173
SC,PA,IC,1964,PAICB,52175
SC,PA,RC,1964,PARCB,28814
SC,PA,TC,1964,PATCB,231493
SC,RE,TC,1964,RETCB,87558
SD,CL,AC,1964,CLACB,0
SD,CL,CC,1964,CLCCB,622
SD,CL,EI,1964,CLEIB,3976
SD,CL,IC,1964,CLICB,83
SD,CL,RC,1964,CLRCB,858
SD,CL,TC,1964,CLTXB,1563
SD,NG,AC,1964,NGACB,44
SD,NG,CC,1964,NGCCB,8459
SD,NG,EI,1964,NGEIB,4145
SD,NG,IC,1964,NGICB,5607
SD,NG,RC,1964,NGRCB,9274
SD,NG,TC,1964,NGTXB,23384
SD,NU,TC,1964,NUETB,0
SD,PA,AC,1964,PAACB,46619
SD,PA,CC,1964,PACCB,2650
SD,PA,EI,1964,PAEIB,243
SD,PA,IC,1964,PAICB,32075
SD,PA,RC,1964,PARCB,13052
SD,PA,TC,1964,PATCB,94639
SD,RE,TC,1964,RETCB,33645
TN,CL,AC,1964,CLACB,235
TN,CL,CC,1964,CLCCB,6763
TN,CL,EI,1964,CLEIB,255993
TN,CL,IC,1964,CLICB,63771
TN,CL,RC,1964,CLRCB,9339
TN,CL,TC,1964,CLTXB,80108
TN,NG,AC,1964,NGACB,19889
TN,NG,CC,1964,NGCCB,29651
TN,NG,EI,1964,NGEIB,7651
TN,NG,IC,1964,NGICB,95553
TN,NG,RC,1964,NGRCB,38434
TN,NG,TC,1964,NGTXB,183527
TN,NU,TC,1964,NUETB,0
TN,PA,AC,1964,PAACB,201766
TN,PA,CC,1964,PACCB,4455
TN,PA,EI,1964,PAEIB,1
TN,PA,IC,1964,PAICB,59298
TN,PA,RC,1964,PARCB,8112
TN,PA,TC,1964,PATCB,273631
TN,RE,TC,1964,RETCB,141564
TX,CL,AC,1964,CLACB,64
TX,CL,CC,1964,CLCCB,44
TX,CL,EI,1964,CLEIB,0
TX,CL,IC,1964,CLICB,26063
TX,CL,RC,1964,CLRCB,61
TX,CL,TC,1964,CLTXB,26232
TX,NG,AC,1964,NGACB,68440
TX,NG,CC,1964,NGCCB,84035
TX,NG,EI,1964,NGEIB,625564
TX,NG,IC,1964,NGICB,2062988
TX,NG,RC,1964,NGRCB,199465
TX,NG,TC,1964,NGTXB,2414928
TX,NU,TC,1964,NUETB,0
TX,PA,AC,1964,PAACB,819894
TX,PA,CC,1964,PACCB,24624
TX,PA,EI,1964,PAEIB,316
TX,PA,IC,1964,PAICB,1044204
TX,PA,RC,1964,PARCB,44531
TX,PA,TC,1964,PATCB,1933568
TX,RE,TC,1964,RETCB,43884
UT,CL,AC,1964,CLACB,199
UT,CL,CC,1964,CLCCB,2211
UT,CL,EI,1964,CLEIB,10432
UT,CL,IC,1964,CLICB,55136
UT,CL,RC,1964,CLRCB,3053
