stateCode,sourceCode,year,msnCode,energyProduced
OK,PA,1970,PAPRB,1296729.0
OK,RE,1970,REPRB,21730.0
OR,CL,1970,CLPRB,0.0
OR,NG,1970,NGMPB,0.0
OR,NU,1970,NUETB,0.0
OR,PA,1970,PAPRB,0.0
OR,RE,1970,REPRB,371350.0
PA,CL,1970,CLPRB,2357967.0
PA,NG,1970,NGMPB,79493.0
PA,NU,1970,NUETB,5102.0
PA,PA,1970,PAPRB,23739.0
PA,RE,1970,REPRB,67525.0
RI,CL,1970,CLPRB,0.0
RI,NG,1970,NGMPB,0.0
RI,NU,1970,NUETB,0.0
RI,PA,1970,PAPRB,0.0
RI,RE,1970,REPRB,5268.0
SC,CL,1970,CLPRB,0.0
SC,NG,1970,NGMPB,0.0
SC,NU,1970,NUETB,76.0
SC,PA,1970,PAPRB,0.0
SC,RE,1970,REPRB,65064.0
SD,CL,1970,CLPRB,0.0
SD,NG,1970,NGMPB,0.0
SD,NU,1970,NUETB,0.0
SD,PA,1970,PAPRB,928.0
SD,RE,1970,REPRB,70185.0
TN,CL,1970,CLPRB,206849.0
TN,NG,1970,NGMPB,65.0
TN,NU,1970,NUETB,0.0
TN,PA,1970,PAPRB,1792.0
TN,RE,1970,REPRB,138417.0
TX,CL,1970,CLPRB,29078.0
TX,NG,1970,NGMPB,9213703.0
TX,NU,1970,NUETB,0.0
TX,PA,1970,PAPRB,7235420.0
TX,RE,1970,REPRB,62757.0
US,CL,1970,CLPRB,14877023.0
US,NG,1970,NGMPB,24054744.0
US,NU,1970,NUETB,239347.0
US,PA,1970,PAPRB,20401210.0
US,RE,1970,REPRB,4070021.0
UT,CL,1970,CLPRB,109551.0
UT,NG,1970,NGMPB,42942.0
UT,NU,1970,NUETB,0.0
UT,PA,1970,PAPRB,135546.0
UT,RE,1970,REPRB,10079.0
VA,CL,1970,CLPRB,960260.0
VA,NG,1970,NGMPB,2878.0
VA,NU,1970,NUETB,0.0
VA,PA,1970,PAPRB,6.0
VA,RE,1970,REPRB,62711.0
VT,CL,1970,CLPRB,0.0
VT,NG,1970,NGMPB,0.0
VT,NU,1970,NUETB,0.0
VT,PA,1970,PAPRB,0.0
VT,RE,1970,REPRB,14717.0
WA,CL,1970,CLPRB,603.0
WA,NG,1970,NGMPB,0.0
WA,NU,1970,NUETB,28693.0
WA,PA,1970,PAPRB,0.0
WA,RE,1970,REPRB,796121.0
WI,CL,1970,CLPRB,0.0
WI,NG,1970,NGMPB,0.0
WI,NU,1970,NUETB,1725.0
WI,PA,1970,PAPRB,0.0
WI,RE,1970,REPRB,58313.0
WV,CL,1970,CLPRB,3652113.0
WV,NG,1970,NGMPB,265859.0
WV,NU,1970,NUETB,0.0
WV,PA,1970,PAPRB,18119.0
WV,RE,1970,REPRB,21152.0
WY,CL,1970,CLPRB,125503.0
WY,NG,1970,NGMPB,369451.0
WY,NU,1970,NUETB,0.0
WY,PA,1970,PAPRB,930001.0
WY,RE,1970,REPRB,12129.0
X3,NG,1970,NGMPB,2520778.0
X3,PA,1970,PAPRB,1908976.0
X5,PA,1970,PAPRB,145199.0
AK,CL,1971,CLPRB,10889.0
AK,NG,1971,NGMPB,122431.0
AK,NU,1971,NUETB,0.0
AK,PA,1971,PAPRB,461065.0
AK,RE,1971,REPRB,9094.0
AL,CL,1971,CLPRB,439720.0
AL,NG,1971,NGMPB,860.0
AL,NU,1971,NUETB,0.0
AL,PA,1971,PAPRB,45426.0
AL,RE,1971,REPRB,158182.0
AR,CL,1971,CLPRB,6193.0
AR,NG,1971,NGMPB,177416.0
AR,NU,1971,NUETB,0.0
AR,PA,1971,PAPRB,105925.0
AR,RE,1971,REPRB,53579.0
AZ,CL,1971,CLPRB,25305.0
AZ,NG,1971,NGMPB,919.0
AZ,NU,1971,NUETB,0.0
AZ,PA,1971,PAPRB,7169.0
AZ,RE,1971,REPRB,74136.0
CA,CL,1971,CLPRB,0.0
CA,NG,1971,NGMPB,701427.0
CA,NU,1971,NUETB,38137.0
CA,PA,1971,PAPRB,1898806.0
CA,RE,1971,REPRB,533790.0
CO,CL,1971,CLPRB,116528.0
CO,NG,1971,NGMPB,113900.0
CO,NU,1971,NUETB,0.0
CO,PA,1971,PAPRB,158868.0
CO,RE,1971,REPRB,25526.0
CT,CL,1971,CLPRB,0.0
CT,NG,1971,NGMPB,0.0
CT,NU,1971,NUETB,84173.0
CT,PA,1971,PAPRB,0.0
CT,RE,1971,REPRB,20206.0
DC,CL,1971,CLPRB,0.0
DC,NG,1971,NGMPB,0.0
DC,NU,1971,NUETB,0.0
DC,PA,1971,PAPRB,0.0
DC,RE,1971,REPRB,116.0
DE,CL,1971,CLPRB,0.0
DE,NG,1971,NGMPB,0.0
DE,NU,1971,NUETB,0.0
DE,PA,1971,PAPRB,0.0
DE,RE,1971,REPRB,7673.0
FL,CL,1971,CLPRB,0.0
FL,NG,1971,NGMPB,1219.0
FL,NU,1971,NUETB,0.0
FL,PA,1971,PAPRB,31013.0
FL,RE,1971,REPRB,49968.0
GA,CL,1971,CLPRB,0.0
GA,NG,1971,NGMPB,0.0
GA,NU,1971,NUETB,0.0
GA,PA,1971,PAPRB,0.0
GA,RE,1971,REPRB,109007.0
HI,CL,1971,CLPRB,0.0
HI,NG,1971,NGMPB,0.0
HI,NU,1971,NUETB,0.0
HI,PA,1971,PAPRB,0.0
HI,RE,1971,REPRB,1283.0
IA,CL,1971,CLPRB,19394.0
IA,NG,1971,NGMPB,0.0
IA,NU,1971,NUETB,0.0
IA,PA,1971,PAPRB,0.0
IA,RE,1971,REPRB,16122.0
ID,CL,1971,CLPRB,0.0
ID,NG,1971,NGMPB,0.0
ID,NU,1971,NUETB,0.0
ID,PA,1971,PAPRB,0.0
ID,RE,1971,REPRB,89445.0
IL,CL,1971,CLPRB,1296524.0
IL,NG,1971,NGMPB,931.0
IL,NU,1971,NUETB,47396.0
IL,PA,1971,PAPRB,226687.0
IL,RE,1971,REPRB,40628.0
IN,CL,1971,CLPRB,476892.0
IN,NG,1971,NGMPB,540.0
IN,NU,1971,NUETB,0.0
IN,PA,1971,PAPRB,38616.0
IN,RE,1971,REPRB,27156.0
KS,CL,1971,CLPRB,24528.0
KS,NG,1971,NGMPB,954017.0
KS,NU,1971,NUETB,0.0
KS,PA,1971,PAPRB,455486.0
KS,RE,1971,REPRB,3941.0
KY,CL,1971,CLPRB,2869275.0
KY,NG,1971,NGMPB,84375.0
KY,NU,1971,NUETB,0.0
KY,PA,1971,PAPRB,62014.0
KY,RE,1971,REPRB,61912.0
LA,CL,1971,CLPRB,0.0
LA,NG,1971,NGMPB,5927955.0
LA,NU,1971,NUETB,0.0
LA,PA,1971,PAPRB,3254665.0
LA,RE,1971,REPRB,41912.0
MA,CL,1971,CLPRB,0.0
MA,NG,1971,NGMPB,0.0
MA,NU,1971,NUETB,15554.0
MA,PA,1971,PAPRB,0.0
MA,RE,1971,REPRB,61247.0
MD,CL,1971,CLPRB,41613.0
MD,NG,1971,NGMPB,219.0
MD,NU,1971,NUETB,0.0
MD,PA,1971,PAPRB,0.0
MD,RE,1971,REPRB,49264.0
ME,CL,1971,CLPRB,0.0
ME,NG,1971,NGMPB,0.0
ME,NU,1971,NUETB,0.0
ME,PA,1971,PAPRB,0.0
ME,RE,1971,REPRB,55423.0
MI,CL,1971,CLPRB,0.0
MI,NG,1971,NGMPB,29470.0
MI,NU,1971,NUETB,4200.0
MI,PA,1971,PAPRB,68979.0
MI,RE,1971,REPRB,53960.0
MN,CL,1971,CLPRB,0.0
MN,NG,1971,NGMPB,0.0
MN,NU,1971,NUETB,15106.0
MN,PA,1971,PAPRB,0.0
MN,RE,1971,REPRB,33768.0
MO,CL,1971,CLPRB,85226.0
MO,NG,1971,NGMPB,22.0
MO,NU,1971,NUETB,0.0
MO,PA,1971,PAPRB,383.0
MO,RE,1971,REPRB,30407.0
MS,CL,1971,CLPRB,0.0
MS,NG,1971,NGMPB,123921.0
MS,NU,1971,NUETB,0.0
MS,PA,1971,PAPRB,371583.0
MS,RE,1971,REPRB,32841.0
MT,CL,1971,CLPRB,126087.0
MT,NG,1971,NGMPB,35202.0
MT,NU,1971,NUETB,0.0
MT,PA,1971,PAPRB,200674.0
MT,RE,1971,REPRB,107251.0
NC,CL,1971,CLPRB,0.0
NC,NG,1971,NGMPB,0.0
NC,NU,1971,NUETB,0.0
NC,PA,1971,PAPRB,0.0
NC,RE,1971,REPRB,128148.0
ND,CL,1971,CLPRB,79573.0
ND,NG,1971,NGMPB,42359.0
ND,NU,1971,NUETB,0.0
ND,PA,1971,PAPRB,125587.0
ND,RE,1971,REPRB,34285.0
NE,CL,1971,CLPRB,0.0
NE,NG,1971,NGMPB,4583.0
NE,NU,1971,NUETB,0.0
NE,PA,1971,PAPRB,58360.0
NE,RE,1971,REPRB,15845.0
NH,CL,1971,CLPRB,0.0
NH,NG,1971,NGMPB,0.0
NH,NU,1971,NUETB,0.0
NH,PA,1971,PAPRB,0.0
NH,RE,1971,REPRB,24733.0
NJ,CL,1971,CLPRB,0.0
NJ,NG,1971,NGMPB,0.0
NJ,NU,1971,NUETB,41455.0
NJ,PA,1971,PAPRB,0.0
NJ,RE,1971,REPRB,26621.0
NM,CL,1971,CLPRB,152924.0
NM,NG,1971,NGMPB,1356723.0
NM,NU,1971,NUETB,0.0
NM,PA,1971,PAPRB,686790.0
NM,RE,1971,REPRB,4965.0
NV,CL,1971,CLPRB,0.0
NV,NG,1971,NGMPB,0.0
NV,NU,1971,NUETB,0.0
NV,PA,1971,PAPRB,655.0
NV,RE,1971,REPRB,18651.0
NY,CL,1971,CLPRB,0.0
NY,NG,1971,NGMPB,2248.0
NY,NU,1971,NUETB,70670.0
NY,PA,1971,PAPRB,6531.0
NY,RE,1971,REPRB,326609.0
OH,CL,1971,CLPRB,1206596.0
OH,NG,1971,NGMPB,81741.0
OH,NU,1971,NUETB,0.0
OH,PA,1971,PAPRB,48059.0
OH,RE,1971,REPRB,43520.0
OK,CL,1971,CLPRB,56471.0
OK,NG,1971,NGMPB,1835648.0
OK,NU,1971,NUETB,0.0
OK,PA,1971,PAPRB,1237215.0
OK,RE,1971,REPRB,21321.0
OR,CL,1971,CLPRB,0.0
OR,NG,1971,NGMPB,0.0
OR,NU,1971,NUETB,0.0
OR,PA,1971,PAPRB,0.0
OR,RE,1971,REPRB,419311.0
PA,CL,1971,CLPRB,2127367.0
PA,NG,1971,NGMPB,79059.0
PA,NU,1971,NUETB,4823.0
PA,PA,1971,PAPRB,22028.0
PA,RE,1971,REPRB,60573.0
RI,CL,1971,CLPRB,0.0
RI,NG,1971,NGMPB,0.0
RI,NU,1971,NUETB,0.0
RI,PA,1971,PAPRB,0.0
RI,RE,1971,REPRB,4851.0
SC,CL,1971,CLPRB,0.0
SC,NG,1971,NGMPB,0.0
SC,NU,1971,NUETB,26162.0
SC,PA,1971,PAPRB,0.0
SC,RE,1971,REPRB,78568.0
SD,CL,1971,CLPRB,0.0
SD,NG,1971,NGMPB,0.0
SD,NU,1971,NUETB,0.0
SD,PA,1971,PAPRB,1351.0
SD,RE,1971,REPRB,82558.0
TN,CL,1971,CLPRB,232815.0
TN,NG,1971,NGMPB,91.0
TN,NU,1971,NUETB,0.0
TN,PA,1971,PAPRB,2308.0
TN,RE,1971,REPRB,153090.0
TX,CL,1971,CLPRB,28360.0
TX,NG,1971,NGMPB,9438928.0
TX,NU,1971,NUETB,0.0
TX,PA,1971,PAPRB,7083023.0
TX,RE,1971,REPRB,60471.0
US,CL,1971,CLPRB,13517653.0
US,NG,1971,NGMPB,24702405.0
US,NU,1971,NUETB,412939.0
US,PA,1971,PAPRB,20032701.0
US,RE,1971,REPRB,4262212.0
UT,CL,1971,CLPRB,107074.0
UT,NG,1971,NGMPB,47460.0
UT,NU,1971,NUETB,0.0
UT,PA,1971,PAPRB,137054.0
UT,RE,1971,REPRB,12615.0
VA,CL,1971,CLPRB,838224.0
VA,NG,1971,NGMPB,2687.0
VA,NU,1971,NUETB,0.0
VA,PA,1971,PAPRB,6.0
VA,RE,1971,REPRB,66364.0
VT,CL,1971,CLPRB,0.0
VT,NG,1971,NGMPB,0.0
VT,NU,1971,NUETB,0.0
VT,PA,1971,PAPRB,0.0
VT,RE,1971,REPRB,14594.0
WA,CL,1971,CLPRB,18471.0
WA,NG,1971,NGMPB,0.0
WA,NU,1971,NUETB,27667.0
WA,PA,1971,PAPRB,0.0
WA,RE,1971,REPRB,817275.0
WI,CL,1971,CLPRB,0.0
WI,NG,1971,NGMPB,0.0
WI,NU,1971,NUETB,37596.0
WI,PA,1971,PAPRB,0.0
WI,RE,1971,REPRB,61793.0
WV,CL,1971,CLPRB,2991677.0
WV,NG,1971,NGMPB,257871.0
WV,NU,1971,NUETB,0.0
WV,PA,1971,PAPRB,17220.0
WV,RE,1971,REPRB,22281.0
WY,CL,1971,CLPRB,139927.0
WY,NG,1971,NGMPB,413458.0
WY,NU,1971,NUETB,0.0
WY,PA,1971,PAPRB,859061.0
WY,RE,1971,REPRB,15331.0
X3,NG,1971,NGMPB,2864723.0
X3,PA,1971,PAPRB,2179692.0
X5,PA,1971,PAPRB,180401.0
AK,CL,1972,CLPRB,10421.0
AK,NG,1972,NGMPB,127781.0
AK,NU,1972,NUETB,0.0
AK,PA,1972,PAPRB,422779.0
AK,RE,1972,REPRB,8673.0
AL,CL,1972,CLPRB,510021.0
AL,NG,1972,NGMPB,4181.0
AL,NU,1972,NUETB,0.0
AL,PA,1972,PAPRB,57617.0
AL,RE,1972,REPRB,164946.0
AR,CL,1972,CLPRB,9604.0
AR,NG,1972,NGMPB,169310.0
AR,NU,1972,NUETB,0.0
AR,PA,1972,PAPRB,107410.0
AR,RE,1972,REPRB,53917.0
AZ,CL,1972,CLPRB,65228.0
AZ,NG,1972,NGMPB,468.0
AZ,NU,1972,NUETB,0.0
AZ,PA,1972,PAPRB,5759.0
AZ,RE,1972,REPRB,75189.0
CA,CL,1972,CLPRB,0.0
CA,NG,1972,NGMPB,562637.0
CA,NU,1972,NUETB,34266.0
CA,PA,1972,PAPRB,1881865.0
CA,RE,1972,REPRB,472312.0
CO,CL,1972,CLPRB,120567.0
CO,NG,1972,NGMPB,122062.0
CO,NU,1972,NUETB,0.0
CO,PA,1972,PAPRB,185687.0
CO,RE,1972,REPRB,22935.0
CT,CL,1972,CLPRB,0.0
CT,NG,1972,NGMPB,0.0
CT,NU,1972,NUETB,83932.0
CT,PA,1972,PAPRB,0.0
CT,RE,1972,REPRB,22712.0
DC,CL,1972,CLPRB,0.0
DC,NG,1972,NGMPB,0.0
DC,NU,1972,NUETB,0.0
DC,PA,1972,PAPRB,0.0
DC,RE,1972,REPRB,118.0
DE,CL,1972,CLPRB,0.0
DE,NG,1972,NGMPB,0.0
DE,NU,1972,NUETB,0.0
DE,PA,1972,PAPRB,0.0
DE,RE,1972,REPRB,8190.0
FL,CL,1972,CLPRB,0.0
FL,NG,1972,NGMPB,19448.0
FL,NU,1972,NUETB,713.0
FL,PA,1972,PAPRB,98003.0
FL,RE,1972,REPRB,54389.0
GA,CL,1972,CLPRB,0.0
GA,NG,1972,NGMPB,0.0
GA,NU,1972,NUETB,0.0
GA,PA,1972,PAPRB,0.0
GA,RE,1972,REPRB,114745.0
HI,CL,1972,CLPRB,0.0
HI,NG,1972,NGMPB,0.0
HI,NU,1972,NUETB,0.0
HI,PA,1972,PAPRB,0.0
HI,RE,1972,REPRB,1491.0
IA,CL,1972,CLPRB,17576.0
IA,NG,1972,NGMPB,0.0
IA,NU,1972,NUETB,0.0
IA,PA,1972,PAPRB,0.0
IA,RE,1972,REPRB,17235.0
ID,CL,1972,CLPRB,0.0
ID,NG,1972,NGMPB,0.0
ID,NU,1972,NUETB,0.0
ID,PA,1972,PAPRB,0.0
ID,RE,1972,REPRB,92776.0
IL,CL,1972,CLPRB,1454611.0
IL,NG,1972,NGMPB,2238.0
IL,NU,1972,NUETB,141019.0
IL,PA,1972,PAPRB,202269.0
IL,RE,1972,REPRB,41490.0
IN,CL,1972,CLPRB,578373.0
IN,NG,1972,NGMPB,357.0
IN,NU,1972,NUETB,0.0
IN,PA,1972,PAPRB,35554.0
IN,RE,1972,REPRB,30826.0
KS,CL,1972,CLPRB,26147.0
KS,NG,1972,NGMPB,960226.0
KS,NU,1972,NUETB,0.0
KS,PA,1972,PAPRB,427715.0
KS,RE,1972,REPRB,5702.0
KY,CL,1972,CLPRB,2910525.0
KY,NG,1972,NGMPB,75073.0
KY,NU,1972,NUETB,0.0
KY,PA,1972,PAPRB,56272.0
KY,RE,1972,REPRB,66566.0
LA,CL,1972,CLPRB,0.0
LA,NG,1972,NGMPB,5554664.0
LA,NU,1972,NUETB,0.0
LA,PA,1972,PAPRB,3017617.0
LA,RE,1972,REPRB,44819.0
MA,CL,1972,CLPRB,0.0
MA,NG,1972,NGMPB,0.0
MA,NU,1972,NUETB,16179.0
MA,PA,1972,PAPRB,0.0
MA,RE,1972,REPRB,59302.0
MD,CL,1972,CLPRB,41512.0
MD,NG,1972,NGMPB,249.0
MD,NU,1972,NUETB,0.0
MD,PA,1972,PAPRB,0.0
MD,RE,1972,REPRB,56117.0
ME,CL,1972,CLPRB,0.0
ME,NG,1972,NGMPB,0.0
ME,NU,1972,NUETB,586.0
ME,PA,1972,PAPRB,0.0
ME,RE,1972,REPRB,59882.0
MI,CL,1972,CLPRB,0.0
MI,NG,1972,NGMPB,38000.0
MI,NU,1972,NUETB,22935.0
MI,PA,1972,PAPRB,75342.0
MI,RE,1972,REPRB,56203.0
MN,CL,1972,CLPRB,0.0
MN,NG,1972,NGMPB,0.0
MN,NU,1972,NUETB,38405.0
MN,PA,1972,PAPRB,0.0
MN,RE,1972,REPRB,35695.0
MO,CL,1972,CLPRB,96102.0
MO,NG,1972,NGMPB,9.0
MO,NU,1972,NUETB,0.0
MO,PA,1972,PAPRB,348.0
MO,RE,1972,REPRB,29355.0
MS,CL,1972,CLPRB,0.0
MS,NG,1972,NGMPB,108442.0
MS,NU,1972,NUETB,0.0
MS,PA,1972,PAPRB,354380.0
MS,RE,1972,REPRB,32432.0
MT,CL,1972,CLPRB,146739.0
MT,NG,1972,NGMPB,36159.0
MT,NU,1972,NUETB,0.0
MT,PA,1972,PAPRB,196643.0
MT,RE,1972,REPRB,104348.0
NC,CL,1972,CLPRB,0.0
NC,NG,1972,NGMPB,0.0
NC,NU,1972,NUETB,0.0
NC,PA,1972,PAPRB,0.0
NC,RE,1972,REPRB,135756.0
ND,CL,1972,CLPRB,86869.0
ND,NG,1972,NGMPB,40137.0
ND,NU,1972,NUETB,0.0
ND,PA,1972,PAPRB,119619.0
ND,RE,1972,REPRB,32507.0
NE,CL,1972,CLPRB,0.0
NE,NG,1972,NGMPB,4463.0
NE,NU,1972,NUETB,0.0
NE,PA,1972,PAPRB,50489.0
NE,RE,1972,REPRB,16822.0
NH,CL,1972,CLPRB,0.0
NH,NG,1972,NGMPB,0.0
NH,NU,1972,NUETB,0.0
NH,PA,1972,PAPRB,0.0
NH,RE,1972,REPRB,26131.0
NJ,CL,1972,CLPRB,0.0
NJ,NG,1972,NGMPB,0.0
NJ,NU,1972,NUETB,47008.0
NJ,PA,1972,PAPRB,0.0
NJ,RE,1972,REPRB,29554.0
NM,CL,1972,CLPRB,154290.0
NM,NG,1972,NGMPB,1410356.0
NM,NU,1972,NUETB,0.0
NM,PA,1972,PAPRB,641045.0
NM,RE,1972,REPRB,4746.0
NV,CL,1972,CLPRB,0.0
NV,NG,1972,NGMPB,0.0
NV,NU,1972,NUETB,0.0
NV,PA,1972,PAPRB,580.0
NV,RE,1972,REPRB,17274.0
NY,CL,1972,CLPRB,0.0
NY,NG,1972,NGMPB,3756.0
NY,NU,1972,NUETB,69775.0
NY,PA,1972,PAPRB,5904.0
NY,RE,1972,REPRB,347985.0
OH,CL,1972,CLPRB,1195710.0
OH,NG,1972,NGMPB,92065.0
OH,NU,1972,NUETB,0.0
OH,PA,1972,PAPRB,54276.0
OH,RE,1972,REPRB,44940.0
OK,CL,1972,CLPRB,66330.0
OK,NG,1972,NGMPB,1963448.0
OK,NU,1972,NUETB,0.0
OK,PA,1972,PAPRB,1204271.0
OK,RE,1972,REPRB,26724.0
OR,CL,1972,CLPRB,0.0
OR,NG,1972,NGMPB,0.0
OR,NU,1972,NUETB,0.0
OR,PA,1972,PAPRB,0.0
OR,RE,1972,REPRB,435930.0
PA,CL,1972,CLPRB,2164590.0
PA,NG,1972,NGMPB,76507.0
PA,NU,1972,NUETB,3112.0
PA,PA,1972,PAPRB,19958.0
PA,RE,1972,REPRB,70114.0
RI,CL,1972,CLPRB,0.0
RI,NG,1972,NGMPB,0.0
RI,NU,1972,NUETB,0.0
RI,PA,1972,PAPRB,0.0
RI,RE,1972,REPRB,4934.0
SC,CL,1972,CLPRB,0.0
SC,NG,1972,NGMPB,0.0
SC,NU,1972,NUETB,52110.0
SC,PA,1972,PAPRB,0.0
SC,RE,1972,REPRB,77077.0
SD,CL,1972,CLPRB,0.0
SD,NG,1972,NGMPB,0.0
SD,NU,1972,NUETB,0.0
SD,PA,1972,PAPRB,1270.0
SD,RE,1972,REPRB,78339.0
TN,CL,1972,CLPRB,282763.0
TN,NG,1972,NGMPB,26.0
TN,NU,1972,NUETB,0.0
TN,PA,1972,PAPRB,1148.0
TN,RE,1972,REPRB,173103.0
TX,CL,1972,CLPRB,50918.0
TX,NG,1972,NGMPB,9550844.0
TX,NU,1972,NUETB,0.0
TX,PA,1972,PAPRB,7539574.0
TX,RE,1972,REPRB,67560.0
US,CL,1972,CLPRB,14391826.0
US,NG,1972,NGMPB,24773520.0
US,NU,1972,NUETB,583752.0
US,PA,1972,PAPRB,20041134.0
US,RE,1972,REPRB,4382009.0
UT,CL,1972,CLPRB,111148.0
UT,NG,1972,NGMPB,43851.0
UT,NU,1972,NUETB,0.0
UT,PA,1972,PAPRB,154106.0
UT,RE,1972,REPRB,15234.0
VA,CL,1972,CLPRB,930648.0
VA,NG,1972,NGMPB,2859.0
VA,NU,1972,NUETB,4836.0
VA,PA,1972,PAPRB,0.0
VA,RE,1972,REPRB,70488.0
VT,CL,1972,CLPRB,0.0
VT,NG,1972,NGMPB,0.0
VT,NU,1972,NUETB,1828.0
VT,PA,1972,PAPRB,0.0
VT,RE,1972,REPRB,15955.0
WA,CL,1972,CLPRB,42903.0
WA,NG,1972,NGMPB,0.0
WA,NU,1972,NUETB,31500.0
WA,PA,1972,PAPRB,0.0
WA,RE,1972,REPRB,854559.0
WI,CL,1972,CLPRB,0.0
WI,NG,1972,NGMPB,0.0
WI,NU,1972,NUETB,35547.0
WI,PA,1972,PAPRB,0.0
WI,RE,1972,REPRB,65646.0
WV,CL,1972,CLPRB,3128328.0
WV,NG,1972,NGMPB,235742.0
WV,NU,1972,NUETB,0.0
WV,PA,1972,PAPRB,15527.0
WV,RE,1972,REPRB,24771.0
WY,CL,1972,CLPRB,189905.0
WY,NG,1972,NGMPB,415054.0
WY,NU,1972,NUETB,0.0
WY,PA,1972,PAPRB,812064.0
WY,RE,1972,REPRB,13492.0
X3,NG,1972,NGMPB,3153106.0
X3,PA,1972,PAPRB,2165179.0
X5,PA,1972,PAPRB,130863.0
AK,CL,1973,CLPRB,10826.0
AK,NG,1973,NGMPB,134307.0
AK,NU,1973,NUETB,0.0
AK,PA,1973,PAPRB,419473.0
AK,RE,1973,REPRB,7844.0
AL,CL,1973,CLPRB,453403.0
AL,NG,1973,NGMPB,11931.0
AL,NU,1973,NUETB,3425.0
AL,PA,1973,PAPRB,67727.0
AL,RE,1973,REPRB,181706.0
AR,CL,1973,CLPRB,9093.0
AR,NG,1973,NGMPB,159276.0
AR,NU,1973,NUETB,0.0
AR,PA,1973,PAPRB,104493.0
AR,RE,1973,REPRB,81723.0
AZ,CL,1973,CLPRB,71697.0
AZ,NG,1973,NGMPB,132.0
AZ,NU,1973,NUETB,0.0
AZ,PA,1973,PAPRB,4663.0
AZ,RE,1973,REPRB,79348.0
CA,CL,1973,CLPRB,0.0
CA,NG,1973,NGMPB,507744.0
CA,NU,1973,NUETB,28689.0
CA,PA,1973,PAPRB,1840090.0
CA,RE,1973,REPRB,553162.0
CO,CL,1973,CLPRB,132175.0
CO,NG,1973,NGMPB,141682.0
CO,NU,1973,NUETB,0.0
CO,PA,1973,PAPRB,212222.0
CO,RE,1973,REPRB,23623.0
CT,CL,1973,CLPRB,0.0
CT,NG,1973,NGMPB,0.0
CT,NU,1973,NUETB,46911.0
CT,PA,1973,PAPRB,0.0
CT,RE,1973,REPRB,21870.0
DC,CL,1973,CLPRB,0.0
DC,NG,1973,NGMPB,0.0
DC,NU,1973,NUETB,0.0
DC,PA,1973,PAPRB,0.0
DC,RE,1973,REPRB,114.0
DE,CL,1973,CLPRB,0.0
DE,NG,1973,NGMPB,0.0
DE,NU,1973,NUETB,0.0
DE,PA,1973,PAPRB,0.0
DE,RE,1973,REPRB,8483.0
FL,CL,1973,CLPRB,0.0
FL,NG,1973,NGMPB,39670.0
FL,NU,1973,NUETB,51038.0
FL,PA,1973,PAPRB,189631.0
FL,RE,1973,REPRB,56250.0
GA,CL,1973,CLPRB,0.0
GA,NG,1973,NGMPB,0.0
GA,NU,1973,NUETB,0.0
GA,PA,1973,PAPRB,0.0
GA,RE,1973,REPRB,125605.0
HI,CL,1973,CLPRB,0.0
HI,NG,1973,NGMPB,0.0
HI,NU,1973,NUETB,0.0
HI,PA,1973,PAPRB,0.0
HI,RE,1973,REPRB,1528.0
IA,CL,1973,CLPRB,11297.0
IA,NG,1973,NGMPB,0.0
IA,NU,1973,NUETB,0.0
IA,PA,1973,PAPRB,0.0
IA,RE,1973,REPRB,16691.0
ID,CL,1973,CLPRB,0.0
ID,NG,1973,NGMPB,0.0
ID,NU,1973,NUETB,0.0
ID,PA,1973,PAPRB,0.0
ID,RE,1973,REPRB,97216.0
IL,CL,1973,CLPRB,1328293.0
IL,NG,1973,NGMPB,3021.0
IL,NU,1973,NUETB,218614.0
IL,PA,1973,PAPRB,177880.0
IL,RE,1973,REPRB,43861.0
IN,CL,1973,CLPRB,550911.0
IN,NG,1973,NGMPB,275.0
IN,NU,1973,NUETB,0.0
IN,PA,1973,PAPRB,30810.0
IN,RE,1973,REPRB,32102.0
KS,CL,1973,CLPRB,23002.0
KS,NG,1973,NGMPB,958673.0
KS,NU,1973,NUETB,0.0
KS,PA,1973,PAPRB,384117.0
KS,RE,1973,REPRB,6031.0
KY,CL,1973,CLPRB,3057325.0
KY,NG,1973,NGMPB,72542.0
KY,NU,1973,NUETB,0.0
KY,PA,1973,PAPRB,50385.0
KY,RE,1973,REPRB,67629.0
LA,CL,1973,CLPRB,0.0
LA,NG,1973,NGMPB,5521179.0
LA,NU,1973,NUETB,0.0
LA,PA,1973,PAPRB,2709385.0
LA,RE,1973,REPRB,45748.0
MA,CL,1973,CLPRB,0.0
MA,NG,1973,NGMPB,0.0
MA,NU,1973,NUETB,55829.0
MA,PA,1973,PAPRB,0.0
MA,RE,1973,REPRB,56501.0
MD,CL,1973,CLPRB,40494.0
MD,NG,1973,NGMPB,304.0
MD,NU,1973,NUETB,0.0
MD,PA,1973,PAPRB,0.0
MD,RE,1973,REPRB,55059.0
ME,CL,1973,CLPRB,0.0
ME,NG,1973,NGMPB,0.0
ME,NU,1973,NUETB,36540.0
ME,PA,1973,PAPRB,0.0
ME,RE,1973,REPRB,64648.0
MI,CL,1973,CLPRB,0.0
MI,NG,1973,NGMPB,47643.0
MI,NU,1973,NUETB,32490.0
MI,PA,1973,PAPRB,84761.0
MI,RE,1973,REPRB,47225.0
MN,CL,1973,CLPRB,0.0
MN,NG,1973,NGMPB,0.0
MN,NU,1973,NUETB,35654.0
MN,PA,1973,PAPRB,0.0
